date,RLG,RIY,MXEF,RTY,RLV,SML,MID,MXEU,SPX,RLG_volat,RIY_volat,MXEF_volat,RTY_volat,RLV_volat,SML_volat,MID_volat,MXEU_volat,SPX_volat
200001,-0.024938575818571517,-0.019264393614902384,0.005475869396428439,-0.03242203653761294,-0.011325956165982367,-0.029930734617523574,-0.017743495176198176,-0.05183633779639459,-0.018907605921388446,0.07725176369405298,0.05908087521049471,0.032830283394134276,0.05350821575630835,0.050023991507284385,0.05166431160551618,0.05446470347415627,0.0521339372306647,0.052864627230721425
200002,0.02857496182944428,0.022269893694975822,0.04781548465758986,0.039410156417749274,0.013591421559910628,0.04497837077187677,0.026695361509226672,0.03794572420321859,0.016427674526698483,0.04074728027042362,0.029617511970447496,0.03845179353453213,0.043543333169580443,0.019451169220241173,0.03987123004669621,0.04983213667672628,0.027426753103938228,0.02554581268905688
200003,-0.0023069588497110533,-0.011045605651361009,-0.015786513585322782,0.05183332907061618,-0.023244552907718534,0.03321695760598502,0.009878690571759894,-0.02378961769400316,-0.01623724533324246,0.008704557034661106,0.00901703621378589,0.030511826128000154,0.012882481888078844,0.013142712934800523,0.008871023140793424,0.0043341865224544775,0.024833518585251613,0.0081027016584796
200004,-0.06491124874571788,-0.05436372565239876,-0.0166308695737847,-0.05484925060181923,-0.039322189771057725,-0.06024329021046529,-0.05008059708083999,0.008720024914356934,-0.056335682966087465,0.03988893898990041,0.03223654789592165,0.017537562370520773,0.023199171931401148,0.028159460476299174,0.01925862856047659,0.026985334895409486,0.02862209277792339,0.03416314678401606
200005,0.0651988899167437,0.04517670778647319,0.03282236248872846,0.04138094814023219,0.017087289330306912,0.033234025066776245,0.03479857737278883,0.025625192960790313,0.047207681449241125,0.02111356114687608,0.02177569884749805,0.02955928829830098,0.033362068467140855,0.030865692342679572,0.030957078839287437,0.016759154345456276,0.03335304417130661,0.023506432658930695
200006,-0.009404388714733541,-0.022671504317085093,0.02720058979880895,0.02211263456952,-0.042133824526959504,0.005468555804126246,-0.00397609848144496,0.00918121613485851,-0.026151912775472668,0.041496352696203644,0.03189708841005654,0.012367550325049078,0.022249641395066796,0.019889162205011874,0.018590592488744496,0.03430818354137104,0.027462987712616432,0.0335816247048012
200007,-0.02417131414364671,-0.026016730964245907,-0.02049296439701581,0.01595609192880555,-0.028816203860968375,0.012113720642768794,-0.009720562033424305,-0.009917971662937987,-0.029579272161024264,0.03320987446995066,0.031131545401776674,0.020915320169069555,0.036421216849516096,0.031233488298273188,0.036745383576253156,0.03242110964351934,0.02826781348986709,0.03417836568541182
200008,0.01604246929613114,-0.0019748696097571816,-0.025221750867720865,0.020101274996202297,-0.029436059172486324,0.0230581338544211,0.017946615650906432,0.021315056112073388,-0.009457019961518189,0.03083771296242827,0.02015049691056231,0.018877890629915857,0.020562963169568058,0.017463267775788157,0.019188019536552726,0.023829791871876217,0.028529161922259048,0.01907217211272531
200009,0.05582068691313517,0.05867809276620472,0.021344358284538623,0.0745438334317042,0.06323526417591413,0.06761531849871084,0.07210936101664583,0.04572271386430691,0.05685636287274268,0.025369201478323937,0.018314587568382227,0.03464722880989076,0.03904450699442102,0.012141708631772559,0.03540565470208096,0.034710525413953364,0.026672880881703876,0.014625055340402064
200010,-0.0038004015257052273,-0.008936025192590147,0.004493424493037226,0.009336042432913864,-0.01707940131135526,-0.009213704266929072,0.009975166426678415,-0.000846262341325843,-0.010005889991981192,0.0540791936937533,0.0420722829362835,0.006612037092222937,0.025355470540620807,0.0241605273107899,0.023208257574073358,0.023487455893292736,0.02103959982982247,0.04395290225052623
200011,0.02616742887357261,0.04202947421173076,-0.03609509669706722,-0.04823830845853439,0.06751167470956912,-0.0154387865655472,0.006240056201830654,-0.02265669113495206,0.04974660769710487,0.06349566061867394,0.06060922930187694,0.03679192664832719,0.05254715643637136,0.06082590152559223,0.05532827538370879,0.08055227449199036,0.04057269563808557,0.058664468260330685
200012,0.046191135342806215,0.04095587586353326,0.028425116520973733,-0.000874177525816987,0.032846542152271674,0.004768454837230591,0.02291628164849374,0.029248212609229517,0.043012147739455234,0.035260104579995,0.0299909714752939,0.02022949045580455,0.06284457528133783,0.026426741392377804,0.04114513540841812,0.04207575448550334,0.023221517964566212,0.028644576920119767
200013,-0.03213145067305516,-0.01797534395708206,-0.028631447910993594,-0.06116247314727004,0.004244266176626373,-0.04649995436707127,0.0030914383217906663,-0.019927027785573977,-0.018907205426001408,0.030809908791031185,0.022074962556803458,0.024449896716017792,0.04101818324846506,0.014092671317241031,0.030618162284359315,0.05570307016257634,0.026634607286151815,0.018846977958490854
200014,0.009922955371251738,0.007891562647020284,0.0018021625951142053,0.007262850335258071,0.004805205316517158,0.014501076812634607,-0.015809802077287872,-0.0003579610538374239,0.011857892137890525,0.034864031772444404,0.01953537030429488,0.03348200970902667,0.06997969727314186,0.02973981605884216,0.051751912844974636,0.05473179407873557,0.04267231087166604,0.01816445388046075
200015,-0.15001171275895128,-0.11015685617275926,-0.07201678992604443,-0.1640053490001895,-0.0491040549982227,-0.12576658175299554,-0.12373167408853376,-0.046479982811716745,-0.10537804596564115,0.04577910670241872,0.04783705287847489,0.033571788808044165,0.05632812086375559,0.054398233238955436,0.04478814850277372,0.0627801631703718,0.02912098384966834,0.04884389494037538
200016,0.0770062763573206,0.056286290671361934,-0.029530230253947014,0.06156997608313477,0.027979986409615795,0.057791927476796935,0.06936000371281381,0.01930298933453524,0.05748363507695938,0.06458086139248453,0.04093525086269221,0.06949077745292666,0.060191796850371494,0.019341971830119063,0.04284747036253949,0.04605851105286779,0.025190632108121076,0.04167627494915747
